symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
AARTIIND,INE769A01020,06-11-2020,NSE,EQ,EQ,sell,FALSE,4,1120,765691,1.00E+15,2020-11-06T09:53:59
LUPIN,INE326A01037,06-11-2020,NSE,EQ,EQ,buy,FALSE,4,930,51159571,1.20E+15,2020-11-06T11:02:37
SUNPHARMA,INE044A01036,06-11-2020,NSE,EQ,EQ,buy,FALSE,4,510,76845930,1.30E+15,2020-11-06T11:15:13
PEL,INE140A01024,06-11-2020,NSE,EQ,EQ,sell,FALSE,4,1360,51731711,1.20E+15,2020-11-06T12:25:47
GRASIM,INE047A01021,09-11-2020,NSE,EQ,EQ,sell,FALSE,4,805,26135805,1.10E+15,2020-11-09T10:24:59
GRASIM,INE047A01021,10-11-2020,NSE,EQ,EQ,sell,FALSE,1,805,26345237,1.10E+15,2020-11-10T10:07:24
LUPIN,INE326A01037,10-11-2020,NSE,EQ,EQ,buy,FALSE,4,905,51484208,1.20E+15,2020-11-10T10:30:37
SUNPHARMA,INE044A01036,10-11-2020,NSE,EQ,EQ,buy,FALSE,5,505,77196500,1.30E+15,2020-11-10T11:39:52
SBIN,INE062A01020,17-11-2020,NSE,EQ,EQ,sell,FALSE,30,240,79567311,1.30E+15,2020-11-17T15:11:45
LUPIN,INE326A01037,17-11-2020,NSE,EQ,EQ,buy,FALSE,2,886.4,53412780,1.20E+15,2020-11-17T15:15:52
SUNPHARMA,INE044A01036,04-12-2020,NSE,EQ,EQ,sell,FALSE,11,570,80185763,1.30E+15,2020-12-04T15:14:19
LT,INE018A01030,21-01-2021,NSE,EQ,EQ,sell,FALSE,2,1390,50928634,1.20E+15,2021-01-21T10:04:33
LUPIN,INE326A01037,22-01-2021,NSE,EQ,EQ,sell,FALSE,10,1087,53906601,1.20E+15,2021-01-22T15:00:02
HINDUNILVR,INE030A01027,18-02-2021,NSE,EQ,EQ,buy,FALSE,2,2161,28817511,1.10E+15,2021-02-18T12:11:20
HINDUNILVR,INE030A01027,18-02-2021,NSE,EQ,EQ,sell,FALSE,2,2161,28860205,1.10E+15,2021-02-18T12:14:29
AXISBANK,INE238A01034,19-02-2021,NSE,EQ,EQ,buy,FALSE,5,760,4169520,1.00E+15,2021-02-19T13:27:34
AXISBANK,INE238A01034,01-03-2021,NSE,EQ,EQ,buy,FALSE,2,725,3337423,1.00E+15,2021-03-01T12:57:01
AARTIPHARM,INE769A01020,02-03-2022,,,,buy,,1,935.77,,,
ENTERO,INE769A01021,01-03-2024,,,,buy,,16,1258,,,
FEDFINA,,01-01-2024,,,,buy,,107,140,,,
